/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_08_645.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_08_645.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_08_645.jpg, -0.3509175, 0, 0, 5.218484
/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_08_748.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_08_748.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_08_748.jpg, -0.2745482, 0, 0, 5.156733
/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_08_852.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_08_852.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_08_852.jpg, -0.1472786, 0, 0, 5.108323
/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_08_953.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_08_953.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_08_953.jpg, -0.1090751, 0, 0, 5.057618
/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_09_057.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_09_057.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_09_057.jpg, -0.07090929, 0, 0, 5.007203
/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_09_160.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_09_160.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_09_160.jpg, -0.007274489, 0.07008042, 0, 5.033784
/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_09_260.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_09_260.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_09_260.jpg, 0, 0.06687795, 0, 5.06451
/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_09_361.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_09_361.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_09_361.jpg, 0, 0.2207845, 0, 5.172962
/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_09_463.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_09_463.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_09_463.jpg, 0, 0.397146, 0, 5.527547
/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_09_566.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_09_566.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_09_566.jpg, 0, 0.8910033, 0, 6.255236
/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_09_671.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_09_671.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_09_671.jpg, 0, 0.9999623, 0, 7.619957
/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_09_775.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_09_775.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_09_775.jpg, -0.0454403, 0.9999623, 0, 8.74994
/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_09_876.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_09_876.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_09_876.jpg, -0.1090751, 0.9999623, 0, 9.867495
/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_09_978.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_09_978.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_09_978.jpg, -0.2490792, 0.9999623, 0, 10.95779
/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_10_080.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_10_080.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_10_080.jpg, -0.4527181, 0.9999623, 0, 12.12331
/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_10_185.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_10_185.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_10_185.jpg, -0.4527181, 0.9999623, 0, 12.84989
/home/nike/dl/SDC/proj3/stable/IMG/center_2017_01_28_17_29_10_288.jpg, /home/nike/dl/SDC/proj3/stable/IMG/left_2017_01_28_17_29_10_288.jpg, /home/nike/dl/SDC/proj3/stable/IMG/right_2017_01_28_17_29_10_288.jpg, -0.1472786, 0.9999623, 0, 14.27237
